技術担当部署,案件責任,営業/開発担当者,確度,プロジェクト名,S/L,AOコード,AOコード名,セグメント,請求先,内外,カテゴリ,ヒト/モノ,新規・継続,サービスCD,サービス名,売上1月,外注費1月,仕入1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,仕入2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,仕入3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,仕入4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,仕入5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,仕入6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,仕入7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,仕入8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,仕入9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,仕入10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,仕入11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,仕入12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
ＯＰＣ,開発,藤後,A0,AIRDO様向け AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B7D,BSその他,65000,0,0,0,0,65000,1,65000,0,0,0,0,65000,1,65000,0,0,0,0,65000,1,65000,0,0,0,0,65000,1,65000,0,0,0,0,65000,1,65000,0,0,0,0,65000,1,65000,0,0,0,0,65000,1,65000,0,0,0,0,65000,1,65000,0,0,0,0,65000,1,65000,0,0,0,0,65000,1,65000,0,0,0,0,65000,1,65000,0,0,0,0,65000,1
ＯＰＣ,開発,藤後,A0,ACXEL向け  AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B5C,SAP関連その他,15000,0,0,0,0,15000,1,15000,0,0,0,0,15000,1,15000,0,0,0,0,15000,1,15000,0,0,0,0,15000,1,15000,0,0,0,0,15000,1,15000,0,0,0,0,15000,1,15000,0,0,0,0,15000,1,15000,0,0,0,0,15000,1,15000,0,0,0,0,15000,1,15000,0,0,0,0,15000,1,15000,0,0,0,0,15000,1,15000,0,0,0,0,15000,1
ＯＰＣ,営業,戸村,A0,日活様向け  AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B5C,SAP関連その他,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1
ＯＰＣ,営業,戸村,A0,ケイテック様向け  AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B5C,SAP関連その他,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1
ＯＰＣ,開発,藤後,A0,YAMAHA様向け AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B7D,BSその他,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1
ＯＰＣ,開発,藤後,A0,DMAP向け  AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,CIT,ISID,内,OPC,ヒト,継続,C63,ISID独自 ISID,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1
ＯＰＣ,営業,中村,A0,ホームロジスティクス様向け TMSシステム運用サービス,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B7D,BSその他,300000,0,0,0,0,300000,1,300000,0,0,0,0,300000,1,300000,0,0,0,0,300000,1,300000,0,0,0,0,300000,1,300000,0,0,0,0,300000,1,300000,0,0,0,0,300000,1,300000,0,0,0,0,300000,1,300000,0,0,0,0,300000,1,300000,0,0,0,0,300000,1,300000,0,0,0,0,300000,1,300000,0,0,0,0,300000,1,300000,0,0,0,0,300000,1
ＯＰＣ,開発,藤後,A0,富士ケミカル様向け AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B7D,BSその他,63000,0,0,0,0,63000,1,63000,0,0,0,0,63000,1,63000,0,0,0,0,63000,1,63000,0,0,0,0,63000,1,63000,0,0,0,0,63000,1,63000,0,0,0,0,63000,1,63000,0,0,0,0,63000,1,63000,0,0,0,0,63000,1,63000,0,0,0,0,63000,1,63000,0,0,0,0,63000,1,63000,0,0,0,0,63000,1,63000,0,0,0,0,63000,1
ＯＰＣ,開発,藤後,A0,デンソー様向け AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B7D,BSその他,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1
ＯＰＣ,開発,藤後,A0,東映アニメーション様向け AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B7D,BSその他,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,10000,0,0,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＯＰＣ,開発,藤後,A0,東京インキ様向け AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B7D,BSその他,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1,12000,0,0,0,0,12000,1
ＯＰＣ,開発,藤後,A0,ANA EARTH様向け AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B7D,BSその他,392000,0,0,0,0,392000,1,392000,0,0,0,0,392000,1,392000,0,0,0,0,392000,1,392000,0,0,0,0,392000,1,392000,0,0,0,0,392000,1,392000,0,0,0,0,392000,1,392000,0,0,0,0,392000,1,392000,0,0,0,0,392000,1,392000,0,0,0,0,392000,1,392000,0,0,0,0,392000,1,392000,0,0,0,0,392000,1,392000,0,0,0,0,392000,1
ＯＰＣ,開発,藤後,A0,三菱UFJファクタ様向け AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,EIT,ISID,内,OPC,ヒト,継続,B7D,BSその他,22000,0,0,0,0,22000,1,22000,0,0,0,0,22000,1,22000,0,0,0,0,22000,1,22000,0,0,0,0,22000,1,22000,0,0,0,0,22000,1,22000,0,0,0,0,22000,1,22000,0,0,0,0,22000,1,22000,0,0,0,0,22000,1,22000,0,0,0,0,22000,1,22000,0,0,0,0,22000,1,22000,0,0,0,0,22000,1,22000,0,0,0,0,22000,1
ＯＰＣ,開発,藤後,A0,IB投信向け  AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,その他,ISID,内,OPC,ヒト,継続,X21,社内システム_ビジ統,62000,0,0,0,0,62000,1,62000,0,0,0,0,62000,1,62000,0,0,0,0,62000,1,62000,0,0,0,0,62000,1,62000,0,0,0,0,62000,1,62000,0,0,0,0,62000,1,62000,0,0,0,0,62000,1,62000,0,0,0,0,62000,1,62000,0,0,0,0,62000,1,62000,0,0,0,0,62000,1,62000,0,0,0,0,62000,1,62000,0,0,0,0,62000,1
ＯＰＣ,開発,藤後,A0,北都格付向け  AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,その他,ISID,内,OPC,ヒト,継続,X21,社内システム_ビジ統,4000,0,0,0,0,4000,1,4000,0,0,0,0,4000,1,4000,0,0,0,0,4000,1,4000,0,0,0,0,4000,1,4000,0,0,0,0,4000,1,4000,0,0,0,0,4000,1,4000,0,0,0,0,4000,1,4000,0,0,0,0,4000,1,4000,0,0,0,0,4000,1,4000,0,0,0,0,4000,1,4000,0,0,0,0,4000,1,4000,0,0,0,0,4000,1
ＯＰＣ,開発,藤後,A0,レリアン様向け  AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,その他,ISID,内,OPC,ヒト,継続,X21,社内システム_ビジ統,110000,0,0,0,0,110000,1,110000,0,0,0,0,110000,1,110000,0,0,0,0,110000,1,110000,0,0,0,0,110000,1,110000,0,0,0,0,110000,1,110000,0,0,0,0,110000,1,110000,0,0,0,0,110000,1,110000,0,0,0,0,110000,1,110000,0,0,0,0,110000,1,110000,0,0,0,0,110000,1,110000,0,0,0,0,110000,1,110000,0,0,0,0,110000,1
ＯＰＣ,開発,藤後,A0,SFX向け  AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,その他,ISID,内,OPC,ヒト,継続,X21,社内システム_ビジ統,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1
ＯＰＣ,開発,藤後,A0,SFX-DR向け  AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,その他,ISID,内,OPC,ヒト,継続,X21,社内システム_ビジ統,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,2000,0,0,0,0,2000,1,7000,0,0,0,0,7000,1,7000,0,0,0,0,7000,1,7000,0,0,0,0,7000,1,7000,0,0,0,0,7000,1,7000,0,0,0,0,7000,1,7000,0,0,0,0,7000,1,7000,0,0,0,0,7000,1,7000,0,0,0,0,7000,1
ＯＰＣ,開発,藤後,A0,セブン銀行様向け  AOSMS手順書実行・(CLOUDIS合算）,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,その他,ISID,内,OPC,ヒト,継続,X21,社内システム_ビジ統,333000,0,0,0,0,333000,1,333000,0,0,0,0,333000,1,333000,0,0,0,0,333000,1,18000,0,0,0,0,18000,1,18000,0,0,0,0,18000,1,18000,0,0,0,0,18000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＯＰＣ,開発,藤後,A0,セブン銀行様DR向け  AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,その他,ISID,内,OPC,ヒト,継続,X21,社内システム_ビジ統,266000,0,0,0,0,266000,1,266000,0,0,0,0,266000,1,266000,0,0,0,0,266000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＯＰＣ,開発,藤後,A0,スルガ銀行様DR向け  AOSMS手順書実行,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,その他,ISID,内,OPC,ヒト,継続,X21,社内システム_ビジ統,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＯＰＣ,開発,藤後,A0,CLOUDiS管理系　初期費用,5b ｾﾝﾀｰ利用型運用保守サービス,103,AOSMS,その他,ISID,内,OPC,ヒト,継続,X21,社内システム_ビジ統,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＯＰＣ,,,,(ヘルプデスク　OKBIZ.系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＯＰＣ,開発,藤後,A0,ISIDグループ サポートデスク向け運用ツール導入・運用支援,5a 個別運用保守サービス,501,ヘルプデスク,その他,ISID,内,OPC,ヒト,継続,Y11,社内システム_技術統括本部,291000,0,0,0,0,291000,1,291000,0,0,0,0,291000,1,291000,0,0,0,0,291000,1,283000,0,0,0,0,283000,1,283000,0,0,0,0,283000,1,291000,0,0,0,0,291000,1,291000,0,0,0,0,291000,1,291000,0,0,0,0,291000,1,291000,0,0,0,0,291000,1,291000,0,0,0,0,291000,1,291000,0,0,0,0,291000,1,291000,0,0,0,0,291000,1
ＯＰＣ,開発,藤後,A0,STRAVISサポート向け運用ツール利用環境提供,5a 個別運用保守サービス,501,ヘルプデスク,BS,ISID,内,OPC,ヒト,新規,B7D,BSその他,175000,0,0,0,0,175000,1,175000,0,0,0,0,175000,1,175000,0,0,0,0,175000,1,175000,0,0,0,0,175000,1,175000,0,0,0,0,175000,1,175000,0,0,0,0,175000,1,175000,0,0,0,0,175000,1,175000,0,0,0,0,175000,1,175000,0,0,0,0,175000,1,175000,0,0,0,0,175000,1,175000,0,0,0,0,175000,1,175000,0,0,0,0,175000,1
ＯＰＣ,,,,(ISID 電話系サポート系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＯＰＣ,開発,藤後,A0,(バスケツト原価),5a 個別運用保守サービス,501,ヘルプデスク,その他,ISID,内,OPC,ヒト,継続,Y11,社内システム_技術統括本部,0,2923000,,267548,1763418,-4953966,0,0,2908853,,267548,1663825,-4840226,0,0,2980000,,297639,1705582,-4983221,0,0,3082000,,266048,1380259,-4728307,0,0,2890000,,266048,1263695,-4419743,0,0,2920000,,295000,1050000,-4265000,0,0,2920000,,295000,1050000,-4265000,0,0,2920000,,295000,1050000,-4265000,0,0,2920000,,295000,1050000,-4265000,0,0,2920000,,295000,1050000,-4265000,0,0,2920000,,295000,1050000,-4265000,0,0,2920000,,295000,1050000,-4265000,0
ＯＰＣ,営業,戸村,A0,ISID-スマホ運用サポート,5a 個別運用保守サービス,501,ヘルプデスク,その他,ISID,内,OPC,ヒト,継続,Y11,社内システム_技術統括本部,2440000,0,0,0,0,2440000,1,2440000,0,0,0,0,2440000,1,2440000,0,0,0,0,2440000,1,2440000,0,0,0,0,2440000,1,2440000,0,0,0,0,2440000,1,2440000,0,0,0,0,2440000,1,2440000,0,0,0,0,2440000,1,2440000,0,0,0,0,2440000,1,2440000,0,0,0,0,2440000,1,2440000,0,0,0,0,2440000,1,2440000,0,0,0,0,2440000,1,2440000,0,0,0,0,2440000,1
ＯＰＣ,営業,戸村,A0,ISID-PBX運用,5a 個別運用保守サービス,501,ヘルプデスク,その他,ISID,内,OPC,ヒト,新規,Y11,社内システム_技術統括本部,3240000,0,0,0,0,3240000,1,3240000,0,0,0,0,3240000,1,3240000,0,0,0,0,3240000,1,2290000,0,0,0,0,2290000,1,2290000,0,0,0,0,2290000,1,2290000,0,0,0,0,2290000,1,2290000,0,0,0,0,2290000,1,2290000,0,0,0,0,2290000,1,2290000,0,0,0,0,2290000,1,2290000,0,0,0,0,2290000,1,2290000,0,0,0,0,2290000,1,2290000,0,0,0,0,2290000,1
ＯＰＣ,営業,戸村,A0,ISID総務向け　住友電設作業（電話系）,5a 個別運用保守サービス,501,ヘルプデスク,その他,ISID,内,OPC,ヒト,新規,Y11,社内システム_技術統括本部,412500,0,0,0,0,412500,1,450000,0,0,0,0,450000,1,746250,0,0,0,0,746250,1,487500,0,0,0,0,487500,1,412500,0,0,0,0,412500,1,487500,0,0,0,0,487500,1,450000,0,0,0,0,450000,1,450000,0,0,0,0,450000,1,450000,0,0,0,0,450000,1,450000,0,0,0,0,450000,1,450000,0,0,0,0,450000,1,450000,0,0,0,0,450000,1
ＯＰＣ,営業,戸村,A0,ISID総務向け　住友電設作業（NW系）,5a 個別運用保守サービス,501,ヘルプデスク,その他,ISID,内,OPC,ヒト,新規,Y11,社内システム_技術統括本部,850000,0,0,0,0,850000,1,850000,0,0,0,0,850000,1,850000,0,0,0,0,850000,1,900000,0,0,0,0,900000,1,900000,0,0,0,0,900000,1,900000,0,0,0,0,900000,1,900000,0,0,0,0,900000,1,900000,0,0,0,0,900000,1,900000,0,0,0,0,900000,1,900000,0,0,0,0,900000,1,900000,0,0,0,0,900000,1,900000,0,0,0,0,900000,1
ＯＰＣ,営業,戸村,A0,ITID 固定電話新設,5a 個別運用保守サービス,704,システム運用・保守,その他,ISID,内,OPC,ヒト,継続,Y11,社内システム_技術統括本部,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20900,0,0,0,0,20900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＯＰＣ,,,,(ISID G*Link系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＯＰＣ,営業,戸村,A0,ISID G*Link使用料,5a 個別運用保守サービス,704,システム運用・保守,その他,ISID,内,OPC,ヒト,継続,B7D,BSその他,345000,0,0,99582,132675,112743,0.327,321000,0,0,194124,268366,-141490,-0.441,321000,0,0,-77673,-66236,464909,1.448,400000,0,0,81911,86173,231916,0.58,316000,0,0,70591,47880,197529,0.625,321000,0,0,75000,111000,135000,0.421,321000,0,0,75000,111000,135000,0.421,321000,0,0,75000,111000,135000,0.421,321000,0,0,75000,111000,135000,0.421,321000,0,0,75000,111000,135000,0.421,321000,0,0,75000,111000,135000,0.421,321000,0,0,75000,111000,135000,0.421
ＯＰＣ,営業,戸村,A0,静岡銀行リモート保守ネットワーク更改構築,5a 個別運用保守サービス,704,システム運用・保守,その他,ISID,内,OPC,ヒト,継続,B7D,BSその他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753000,0,0,164814,255427,332759,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＯＰＣ,,,,(浦和オペレーショングループ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＯＰＣ,開発,藤後,C0,(バスケツト原価),5b ｾﾝﾀｰ利用型運用保守サービス,704,システム運用・保守,BS,JA埼玉,外,OPC,ヒト,継続,C9D,CIT  SI BSその他,0,1754775,,0,3404941,-5159716,0,0,1595562,,0,3211189,-4806751,0,0,1753425,,0,3420312,-5173737,0,0,1804000,,1680,3781102,-5586782,0,0,1821000,,0,3717748,-5538748,0,0,1850000,,0,3600000,-5450000,0,0,1850000,,0,3600000,-5450000,0,0,1850000,,0,3600000,-5450000,0,0,1850000,,0,3600000,-5450000,0,0,1850000,,0,3600000,-5450000,0,0,1850000,,0,3600000,-5450000,0,0,1850000,,0,3600000,-5450000,0
ＯＰＣ,開発,藤後,A0,JA埼玉電算システム運用業務,5c 業務受託サービス,704,システム運用・保守,BS,JA埼玉,外,OPC,ヒト,継続,C9D,CIT  SI BSその他,6700000,0,0,0,0,6700000,1,6700000,0,0,0,0,6700000,1,6700000,0,0,0,0,6700000,1,6700000,0,0,0,0,6700000,1,6700000,0,0,0,0,6700000,1,6700000,0,0,0,0,6700000,1,6700000,0,0,0,0,6700000,1,6700000,0,0,0,0,6700000,1,6700000,0,0,0,0,6700000,1,6700000,0,0,0,0,6700000,1,6700000,0,0,0,0,6700000,1,6700000,0,0,0,0,6700000,1
ＯＰＣ,開発,藤後,A0,JA埼玉電算システム運用業務(新規案件),5c 業務受託サービス,704,システム運用・保守,BS,JA埼玉,外,OPC,ヒト,継続,C9D,CIT  SI BSその他,509175,0,0,0,0,509175,1,509175,0,0,0,0,509175,1,622325,0,0,0,0,622325,1,537463,0,0,0,0,537463,1,509175,0,0,0,0,509175,1,500000,0,0,0,0,500000,1,500000,0,0,0,0,500000,1,500000,0,0,0,0,500000,1,500000,0,0,0,0,500000,1,500000,0,0,0,0,500000,1,500000,0,0,0,0,500000,1,500000,0,0,0,0,500000,1
ＯＰＣ,,,,(ISIDグループサポートデスク）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
