確度,部門,プロジェクト名,内外,BIZ,S/L,AOコード,AOコード名,請求先,ヒト・モノ,売上1月,外注費1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
③,基幹アプリ,AMOサービス TP追加未確定分(BI),内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,基幹アプリ,ANA Cargoアプリ保守,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,2890000,1850000,6000,217800,816200,0.282,2890000,1850000,6000,217800,816200,0.282,2890000,1850000,6000,217800,816200,0.282,2140000,1400000,4000,217800,518200,0.242,2140000,1400000,4000,217800,518200,0.242,2140000,1400000,4000,217800,518200,0.242,2140000,1500000,4000,217800,418200,0.195,2140000,1500000,4000,217800,418200,0.195,2140000,1500000,4000,217800,418200,0.195,1250000,750000,4000,217800,278200,0.223,1250000,750000,4000,217800,278200,0.223,1250000,750000,4000,217800,278200,0.223
④,基幹アプリ,アークアウトソーシング BI開発保守,外,BS,2a 個別案件型ｼｽﾃﾑ開発,406,BI,アークアウトソーシング,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,基幹アプリ,AO真水 AMO NoName,外,CIT,2a 個別案件型ｼｽﾃﾑ開発,401,AMO,未定,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,基幹アプリ,ANA Cargoアプリ保守（要員追加）,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
③,基幹アプリ,AMOサービス TP追加未確定分(BI TEL),内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,基幹アプリ,AMOサービス TP追加確定分(SAP),内,CIT,2a 個別案件型ｼｽﾃﾑ開発,401,AMO,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037500,880000,0,0,157500,0.152,1037500,880000,0,0,157500,0.152,1037500,880000,0,0,157500,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,基幹アプリ,AMOサービス TP追加確定分(BI),内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,1880000,1400000,0,0,480000,0.255,1880000,1400000,0,0,480000,0.255,1880000,1400000,0,0,480000,0.255,1888000,1400000,0,0,488000,0.258,1888000,1400000,0,0,488000,0.258,1888000,1400000,0,0,488000,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,基幹アプリ,AMOサービス TP追加確定分(BI TEL),内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,1800000,1240000,0,0,560000,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
③,基幹アプリ,AMOサービス BI中途,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,基幹アプリ,★気合（基幹アプリ部）,対象外,CIT,2a 個別案件型ｼｽﾃﾑ開発,401,AMO,未定,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,基幹アプリ,AMOサービス BI TP,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,0,0,,,,,0,0,940000,750000,0,0,190000,0.202,944000,750000,0,0,194000,0.206,944000,750000,0,0,194000,0.206,944000,750000,0,0,194000,0.206,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0
③,基幹アプリ,ANA Cargoアプリ保守(未確定分),内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,基幹アプリ,イツワ商事 SAP開発支援（AO真水）,外,CIT,2a 個別案件型ｼｽﾃﾑ開発,401,AMO,イツワ商事,ヒト,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,2560000,1900000,6000,79860,574140,0.224,2560000,1900000,6000,79860,574140,0.224,2560000,1900000,6000,79860,574140,0.224,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0
①,基幹アプリ,東京エレクトロン GMX保守,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,0,0,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545000,1860000,6000,1188133,1490867,0.328,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0
③,基幹アプリ,東京エレクトロン GMX保守 7-9月,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
③,基幹アプリ,東京エレクトロン GMX保守 10-12月,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,基幹アプリ,AMOサービス TP追加（講談社BI）,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,406,BI,ISID,ヒト,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,900000,680000,2000,0,218000,0.242,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0
①,ソリ開2,STRAVIS開発・保守,内,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,6530000,,,5577000,953000,0.146,6530000,,,5577000,953000,0.146,6530000,,,5577000,953000,0.146,6315000,,,5577000,738000,0.117,6315000,,,5577000,738000,0.117,6315000,,,5577000,738000,0.117,6315000,,,5577000,738000,0.117,6315000,,,5577000,738000,0.117,6315000,,,5577000,738000,0.117
①,ソリ開2,STRAVIS 開発（出口）,内,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,897000,710000,,,187000,0.208,897000,710000,,,187000,0.208,897000,710000,,,187000,0.208,897000,710000,,,187000,0.208,897000,710000,,,187000,0.208,897000,710000,,,187000,0.208
①,ソリ開2,STRAVIS 開発（川村）,内,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,730000,651000,,,79000,0.108,730000,651000,,,79000,0.108,730000,651000,,,79000,0.108,730000,651000,,,79000,0.108,730000,651000,,,79000,0.108,730000,651000,,,79000,0.108
③,ソリ開2,STRAVIS 開発（井上）,内,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
②,ソリ開2,STRAVIS開発・保守(付加価値業務),内,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,215000,,,,215000,1,215000,,,,215000,1,215000,,,,215000,1,215000,,,,215000,1,215000,,,,215000,1,215000,,,,215000,1
④,ソリ開2,★新規開発要員追加（TP1）,対象外,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開2,★新規開発要員追加（TP2）,対象外,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開2,中途採用（社員）,内,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開2,★新規開発要員追加（TP3）,対象外,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
④,ソリ開2,★新規開発要員追加（TP4）,対象外,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,ソリ開2,STRAVIS開発・保守(1-3月 TP開発),内,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,448500,355000,,,93500,0.208,448500,355000,,,93500,0.208,448500,355000,,,93500,0.208,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0
①,ソリ開2,STRAVIS開発・保守(1-3月 TP保守),内,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,1810500,1606000,,,204500,0.113,1810500,1606000,,,204500,0.113,1810500,1606000,,,204500,0.113,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0
①,ソリ開2,STRAVIS開発・保守(1-3月),内,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,6530000,0,,5577000,953000,0.146,6530000,0,,5577000,953000,0.146,6530000,0,,5577000,953000,0.146,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0
①,ソリ開2,STRAVIS開発・保守(4-6月 TP開発),内,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,,,,,0,0,,,,,0,0,,,,,0,0,448500,355000,,,93500,0.208,448500,355000,,,93500,0.208,448500,355000,,,93500,0.208,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0
①,ソリ開2,STRAVIS開発・保守(4-6月 TP保守),内,BS,5a 個別運用保守ｻｰﾋﾞｽ,307,STRAVIS製品開発,ISID,ヒト,,,,,0,0,,,,,0,0,,,,,0,0,1752100,1606000,,,146100,0.083,1810500,1606000,,,204500,0.113,1810500,1606000,,,204500,0.113,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0
①,ソリ開1,KP運用サポート実績工数超過費用（福田2021年3月作業分）,外,CIT,5a 個別運用保守ｻｰﾋﾞｽ,999,その他,クラシエホールディングス,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123059,0,0,0,123059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,サテライトサーバ・コネクトプラスサーバ第三者保守,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70017,0,63000,0,7017,0.1,70017,0,63000,0,7017,0.1,70017,0,63000,0,7017,0.1,70017,0,63000,0,7017,0.1,70017,0,63000,0,7017,0.1,70017,0,63000,0,7017,0.1,70017,0,63000,0,7017,0.1
①,ソリ開1,HCM サポートサイトバージョンアップ対応（中間）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120000,1593044,70000,0,1456956,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,HCM サポートサイトバージョンアップ対応（最終）,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070000,1604096,70000,326700,1069204,0.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,KHP様本社向け 無線LAN4 台　（初期費用）,外,CIT,6a 情報機器･その他ｿﾌﾄ販売,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307200,0,255200,0,52000,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,KHP様本社向け 無線LAN4 台　（ランニング）,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351,8480,0,5500,0,2980,0.351
①,ソリ開1,KHD SATTELITE01サーバ　ディスク交換,外,CIT,6a 情報機器･その他ｿﾌﾄ販売,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142000,0,127000,0,15000,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,KPマイナンバー導入初期費用,外,CIT,5c 業務受託ｻｰﾋﾞｽ,901,BPO,クラシエホールディングス,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1050000,0,0,450000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,KPマイナンバー基本利用料ランニング,外,CIT,5c 業務受託ｻｰﾋﾞｽ,901,BPO,クラシエホールディングス,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,119000,0,0,51000,0.3,170000,119000,0,0,51000,0.3,170000,119000,0,0,51000,0.3,170000,119000,0,0,51000,0.3,170000,119000,0,0,51000,0.3,170000,119000,0,0,51000,0.3
①,ソリ開1,KPマイナンバー従量利用料（四半期ごと）,外,CIT,5c 業務受託ｻｰﾋﾞｽ,901,BPO,クラシエホールディングス,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,46500,0,0,3500,0.07,0,0,0,0,0,0,0,0,0,0,0,0,50000,46500,0,0,3500,0.07
①,ソリ開1,KHD EAI03サーバ　メモリ2枚・RAIDバッテリー交換,外,CIT,6a 情報機器･その他ｿﾌﾄ販売,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177000,0,159000,0,18000,0.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,KHP販売大阪支店様向け_L2スイッチ交換作業,外,CIT,5a 個別運用保守ｻｰﾋﾞｽ,999,その他,クラシエホールディングス,ヒト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,15000,0,0,5000,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
③,ソリ開1,日産向けPowerQuery運用支援,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
③,ソリ開1,OLC様RPA Windows10対応,内,CIT,2b 個別案件型ｼｽﾃﾑ開発保守ｻｰﾋﾞｽ,405,APL,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
③,ソリ開1,相鉄向けコールセンターシステム立上支援,内,CIT,2a 個別案件型ｼｽﾃﾑ開発,405,APL,ISID,ヒト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
①,ソリ開1,クラシエ本社支部 NAS導入（バッファローNAS）,外,CIT,6a 情報機器･その他ｿﾌﾄ販売,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,0,88800,0,41200,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,クラシエ本社支部 NAS導入（バッファローNAS）5年保守,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,0,885,0,98,0.1,983,0,885,0,98,0.1,983,0,885,0,98,0.1,983,0,885,0,98,0.1,983,0,885,0,98,0.1,983,0,885,0,98,0.1,983,0,885,0,98,0.1
①,ソリ開1,クラシエ本社支部 NAS導入（バッファローNAS）5年ウイルスチェック拡張,外,CIT,6b 情報機器･その他ｿﾌﾄ保守,999,その他,クラシエホールディングス,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,222,0,40,0.153,262,0,222,0,40,0.153,262,0,222,0,40,0.153,262,0,222,0,40,0.153,262,0,222,0,40,0.153,262,0,222,0,40,0.153,262,0,222,0,40,0.153
①,ソリ開1,レジシステム　レジロール紙追加（夢の島マリーナ）,外,CIT,6a 情報機器･その他ｿﾌﾄ販売,999,その他,スバル興業,モノ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,0,3800,0,800,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
①,ソリ開1,間接原価,内,BS,99 間接原価,,,,ヒト,,,30000,945285,-975285,0,,,30000,945285,-975285,0,,,30000,945285,-975285,0,,,30000,945285,-975285,0,,,30000,945285,-975285,0,,,30000,945285,-975285,0,,,30000,945285,-975285,0,,,30000,945285,-975285,0,,,30000,945285,-975285,0,,,30000,945285,-975285,0,,,30000,945285,-975285,0,,,30000,945285,-975285,0
①,プ基技,間接原価,内,BS,99 間接原価,210,HCMインフラ,,ヒト,,,0,234465,-234465,0,,,0,234465,-234465,0,,,0,234465,-234465,0,,,0,234465,-234465,0,,,0,234465,-234465,0,,,0,234465,-234465,0,,,0,234465,-234465,0,,,0,234465,-234465,0,,,0,234465,-234465,0,,,0,234465,-234465,0,,,0,234465,-234465,0,,,0,234465,-234465,0
①,プ基技,間接原価,内,BS,99 間接原価,211,STRSVISｲﾝﾌﾗ,,ヒト,,,0,569415,-569415,0,,,0,569415,-569415,0,,,0,569415,-569415,0,,,0,569415,-569415,0,,,0,569415,-569415,0,,,0,569415,-569415,0,,,0,569415,-569415,0,,,0,569415,-569415,0,,,0,569415,-569415,0,,,0,569415,-569415,0,,,0,569415,-569415,0,,,0,569415,-569415,0
①,基幹アプリ,間接原価,内,BS,99 間接原価,,,,ヒト,,,20000,556050,-576050,0,,,20000,556050,-576050,0,,,20000,556050,-576050,0,,,20000,556050,-576050,0,,,20000,556050,-576050,0,,,20000,556050,-576050,0,,,20000,556050,-576050,0,,,20000,556050,-576050,0,,,20000,556050,-576050,0,,,20000,556050,-576050,0,,,20000,556050,-576050,0,,,20000,556050,-576050,0
①,SS,間接原価,内,BS,99 間接原価,309,STRAVIS,,ヒト,,,10000,444840,-454840,0,,,10000,444840,-454840,0,,,10000,444840,-454840,0,,,10000,444840,-454840,0,,,10000,444840,-454840,0,,,10000,444840,-454840,0,,,10000,444840,-454840,0,,,10000,444840,-454840,0,,,10000,444840,-454840,0,,,10000,444840,-454840,0,,,10000,444840,-454840,0,,,10000,444840,-454840,0
①,SS,間接原価,内,BS,99 間接原価,309,STRAVIS,,ヒト,,,10000,389235,-399235,0,,,10000,389235,-399235,0,,,10000,389235,-399235,0,,,10000,389235,-399235,0,,,10000,389235,-399235,0,,,10000,389235,-399235,0,,,10000,389235,-399235,0,,,10000,389235,-399235,0,,,10000,389235,-399235,0,,,10000,389235,-399235,0,,,10000,389235,-399235,0,,,10000,389235,-399235,0
①,ソリ開2,間接原価,内,BS,99 間接原価,307,STRAVIS製品開発,,ヒト,,,0,444840,-444840,0,,,0,444840,-444840,0,,,0,444840,-444840,0,,,0,444840,-444840,0,,,0,444840,-444840,0,,,0,444840,-444840,0,,,0,444840,-444840,0,,,0,444840,-444840,0,,,0,444840,-444840,0,,,0,444840,-444840,0,,,0,444840,-444840,0,,,0,444840,-444840,0
①,HCM,間接原価,内,BS,99 間接原価,306,HCM,,ヒト,,,60000,1000890,-1060890,0,,,60000,1000890,-1060890,0,,,60000,1000890,-1060890,0,,,60000,1000890,-1060890,0,,,60000,1000890,-1060890,0,,,60000,1000890,-1060890,0,,,60000,1000890,-1060890,0,,,60000,1000890,-1060890,0,,,60000,1000890,-1060890,0,,,60000,1000890,-1060890,0,,,60000,1000890,-1060890,0,,,60000,1000890,-1060890,0
